Pincode,Area,City,Address,Landmark,Latitude,Longitude,Category,Rating,Name
208021,"Hanspuram, Naubasta",Kanpur,"2032/44, New Basti Lalpur","Hanspuram, Naubasta",26.3892178,80.3241056,Tiffin,4.6,Vinayak Tiffin Service
208008,"Air Force Station, J K Puri",Kanpur,"135/4, Ghaukhera","Air Force Station, J K Puri",26.4150053,80.3931776,Tiffin,5.0,Maa Annapurna caterers and tiffin service
208006,Govind Nagar,Kanpur,Block no.13,Govind Nagar,26.448637,80.30641,Tiffin,5.0,Maa ki Rasoi
208027,"Jarauli Phase 1, Barra",Kanpur,295/7,"Jarauli Phase 1, Barra",26.4200317,80.2979163,Tiffin,4.0,Maa Tiffin Service
208001,Civil Lines,Kanpur,16/17,Civil Lines,26.4737181,80.3558815,Tiffin,5.0,Civil Lines Tiffin service
208021,"Hanspuram, Naubasta",Kanpur,"2032/3A, New basti, Lalpur","Hanspuram, Naubasta",26.390136,80.31996389999999,Tiffin,4.3,Tripathi Tiffin Service
208001,"Chunni Ganj, Colonelganj",Kanpur,Chunniganj Rd,"Chunni Ganj, Colonelganj",26.478503,80.33556109999999,Tiffin,3.4,Mata annapurna tiffin service
208017,"Awas Vikas, Santkuti Vihar, Kalyanpur",Kanpur,"3 no, Ambedkerpuram","Awas Vikas, Santkuti Vihar, Kalyanpur",26.488287,80.2543139,Tiffin,4.0,MAA Tiffin Service
208019,"Mathura nagar, Rawatpur Gaon",Kanpur,"116/383, 116/383/2","Mathura nagar, Rawatpur Gaon",26.4755483,80.27136569999999,Tiffin,4.9,Tiffinwala
226012,"Sector-D, LDA Colony","Lucknow, Kanpur","D.S 347, 348, Kanpur Rd","Sector-D, LDA Colony",26.457922,80.2249863,Tiffin,2.212409009501451,Satguru Tiffin Service
208023,"Bakar ganj, Kidwai Nagar",Kanpur,"130/571, Bakarganj Qudrat Market Road","Bakar ganj, Kidwai Nagar",26.4402281,80.3400609,Restaurant,5.0,Pandit vaishno kitchan AND Tiffin service
208027,"Karrhi, Barra World Bank, Barra",Kanpur,J 856,"Karrhi, Barra World Bank, Barra",26.4221306,80.2992354,Tiffin,4.8,Devansh Tiffin Services
208025,"Shivpuri, Rajivpuram, Kakadeo",Kanpur,near Kamleshwaram guest house,"Shivpuri, Rajivpuram, Kakadeo",26.4809312,80.2844925,Tiffin,1.3634156954795218,Radheshwar Restaurant and Tiffin Service
208022,"Ambedkar Nagar, Gujaini",Kanpur,EWS 229,"Ambedkar Nagar, Gujaini",26.4384748,80.2704294,Tiffin,5.0,Food Link
208007,"Lal Bangla, Krishna Nagar",Kanpur,"292 A-2, Kazi Khera Lal Bunglow","Lal Bangla, Krishna Nagar",26.4182489,80.3874592,Tiffin,5.0,Parvati Kitchen Tiffin Service
208011,"H1 Block, Kidwai Nagar",Kanpur,"128,155/16","H1 Block, Kidwai Nagar",26.4311651,80.3240162,Tiffin,4.6,Maa Annapurna Rasoi Center
208005,"Vijay Nagar, Shastri Nagar",Kanpur,"204/4, near Sitaram Mandir","Vijay Nagar, Shastri Nagar",26.4662443,80.2899693,Tiffin,5.0,MKS Tiffin Service
208021,"Yogendra Vihar, Naubasta",Kanpur,"128/A, Kadepur Rd","Yogendra Vihar, Naubasta",26.4096135,80.3067835,Tiffin,4.5,Om sai tiffin service
208013,"D block, Shyam Nagar",Kanpur,177,"D block, Shyam Nagar",26.4229604,80.3499788,Restaurant,5.0,Verma Ji Tiffin service
208012,"Sisamau, Nehru Nagar, Ram Bagh",Kanpur,"104A/286, P Rd, near Harsahai PG College","Sisamau, Nehru Nagar, Ram Bagh",26.4707742,80.32815409999999,Tiffin,5.0,Amma Tiffin Kanpur
208001,"Shri Nagar, Gandhi Nagar",Kanpur,105/286-B,"Shri Nagar, Gandhi Nagar",26.4660639,80.3297946,Tiffin,4.8,The Mother's Kitchen
208001,"Suther Ganj, Gwaltoli, Permat",Kanpur,"12, 392, near ROYAL COACHING","Suther Ganj, Gwaltoli, Permat",26.484666,80.334836,Tiffin,5.0,Seema Tiffin service
208027,"Petrol Line, Barra",Kanpur,Gulabi Building,"Petrol Line, Barra",26.4228442,80.3041715,Tiffin,4.9,Maa Ambe Tiffin Services And Dev Little Bites Cold Drink Shop
208001,Civil Lines,Kanpur,Anandeshwar Mandir Rd,Civil Lines,26.4766907,80.34677909999999,Tiffin,1.9740290490615502,Aahar tiffin services
208012,"TEACHER'S COLONY, Ashok Nagar, Harsh Nagar",Kanpur,111/98 14-A,"TEACHER'S COLONY, Ashok Nagar, Harsh Nagar",26.4712704,80.3171564,Tiffin,2.0,MEALS AND MEA;
208007,"HAL Colony, Gandhigram",Kanpur,136 Aghaukhera Air Force station kanpur,"HAL Colony, Gandhigram",26.40504,80.39165899999999,Tiffin,3.4471900358713814,Tiffinwala
208007,"Rama Devi Chauraha, Jajmau Sub Metro City",Kanpur,Ramadevi Chauraha,"Rama Devi Chauraha, Jajmau Sub Metro City",26.4115254,80.38676269999999,Tiffin,5.0,Daily Tiffin Service by Aaahar Vihaar
208019,"Shiv Nagar, Maswanpur",Kanpur,"635, Shiv Nagar New Basti","Shiv Nagar, Maswanpur",26.4820831,80.26778209999999,Restaurant,5.0,Sri Balaji restaurant & Tiffin Service
208024,"Shivpuri, Rajivpuram, Kakadeo",Kanpur,"Tasty food , 118/966 , bagicha road","Shivpuri, Rajivpuram, Kakadeo",26.4798055,80.2826795,Tiffin,5.0,Tasty Food
208005,Shastri Nagar,Kanpur,"413, 8",Shastri Nagar,26.4697136,80.29396659999999,Tiffin,3.584664710227003,Tiffinserv
208002,"Makdikhera, Nai Basti, Nawabganj",Kanpur,90 A,"Makdikhera, Nai Basti, Nawabganj",26.508077,80.28585369999999,Tiffin,0.470499587066745,MY YUMMY TIFFINS
208011,"H Block, Kidwai Nagar",Kanpur,C8HP+5Q6,"H Block, Kidwai Nagar",26.4279211,80.33689749999999,Restaurant,5.0,Shree Sai tiffin Service
208012,"Ram Krishna Nagar, Darshan Purwa",Kanpur,119/257,"Ram Krishna Nagar, Darshan Purwa",26.4674523,80.32058169999999,Tiffin,5.0,BHOJAN KA ADDA
208027,"Patel vihar, Jarauli",Kanpur,"face 2, 103, Karrahi Road, near Anand South City","Patel vihar, Jarauli",26.4183625,80.2893706,Restaurant,3.4747441505698013,Radhika Tiffin Service
208022,"Barra World Bank, Barra",Kanpur,Indrapasthra apartment F building 11 no,"Barra World Bank, Barra",26.4296809,80.3031269,Tiffin,1.0,Mother's kitchen tiffin and catering
208017,"Gooba Gardens, Kalyanpur",Kanpur,R g girls college कल्यानपुरनपुर,"Gooba Gardens, Kalyanpur",26.5065971,80.239601,Tiffin,4.7,Star Foods Tiffin Services
