Pincode,Area,City,Address,Landmark,Latitude,Longitude,Category,Rating,Name
122003,"Block B, Sector 56",Gurugram,"Sco no. 66, 67, Huda Market Rd","Block B, Sector 56",28.4280201,77.0986846,Gym,4.5,Athlete Gym Sector-56
122003,"Block G, Sushant Lok 2, Sector 57",Gurugram,"414, 414","Block G, Sushant Lok 2, Sector 57",28.4247279,77.0861711,Gym,4.5,Manoj's Physio Center
122011,"Block B, Sector 56",Gurugram,"SCO 18-19, 1st & 2nd Floor, near Harish Bakery","Block B, Sector 56",28.4277885,77.0999436,Gym,4.7,Curl Fitness Gym
122002,"DLF Phase 5, Sector 53",Gurugram,"3rd, South Point Mall, 302, Golf Course Rd","DLF Phase 5, Sector 53",28.4552516,77.09699739999999,Gym,4.2,Fitness First South Point Mall
122003,"Sushant Lok-II, Phase 2, Sushant Lok 2, Sector 51",Gurugram,"Ground Floor, Blossoms near Artemis Hospital, M54","Sushant Lok-II, Phase 2, Sushant Lok 2, Sector 51",28.4211885,77.0895373,Gym,5.0,LL FITNESS
122002,"Block C, Sushant Lok III, Sector 57",Gurugram,"C4-703,The legend","Block C, Sushant Lok III, Sector 57",28.420606,77.079281,Gym,5.0,Yoga classes with Harshi in Gurgaon
122002,"Parsvnath Exotica, DLF Phase 5, Sector 53",Gurugram,"Central Plaza, No F/01 & G/01, Golf Course Rd","Parsvnath Exotica, DLF Phase 5, Sector 53",28.4427392,77.10095419999999,Gym,4.3,Anytime Fitness
122001,Sector 47,Gurugram,482,Sector 47,28.4275373,77.0465418,Gym,4.9,Ferrous Fitness
122001,"New Colony, Sector 7",Gurugram,"P, 13, Circular Rd","New Colony, Sector 7",28.4684579,77.01501499999999,Gym,4.9,Curl Fitness
122003,"Block A, Sushant Lok III, Sector 57",Gurugram,"A 205, Second Floor, Royal Residency Floors","Block A, Sushant Lok III, Sector 57",28.4181787,77.08270569999999,Gym,5.0,Vashishth Paradise
122003,"DLF Phase 5, Sector 43",Gurugram,450 P,"DLF Phase 5, Sector 43",28.4569009,77.0913692,Gym,4.4,Spartan Fitness Club
122011,Sector 55,Gurugram,"Plot no. A1-227, 3rd,4th floor",Sector 55,28.4271573,77.1056411,Gym,4.7,Countdown Fitness
122010,"U Block, DLF Phase 3, Sector 24",Gurugram,U 59 20-21,"U Block, DLF Phase 3, Sector 24",28.4891643,77.0969698,Gym,4.8,Gym Armour
122003,"Block H, Block D, Sector 46",Gurugram,"H.No. 25, 122003","Block H, Block D, Sector 46",28.43881,77.057323,Gym,4.8,HUMBLE HEART YOGA AND WELLNESS HUB
